CO(GT),PT08_S2(NMHC),C6H6(GT),PT08_S1(CO),PT08_S5(O3),NOx(GT),PT08_S3(NOx),NO2(GT),datetime,hour,day,month,day_of_week,is_weekend,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,time_idx,group
1.2,813.75,6.0420193394438195,1020.5,615.0,54.0,858.0,62.0,2004-07-24 17:00:00,17,24,7,5,1,-0.9659258262890683,-0.25881904510252063,-0.9884683243281114,0.15142777750457667,-0.4999999999999997,-0.8660254037844388,2194,default
1.3,811.75,5.999005297727464,1034.25,659.75,70.0,865.5,82.0,2004-07-24 18:00:00,18,24,7,5,1,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,-0.4999999999999997,-0.8660254037844388,2195,default
1.4,791.25,5.5656943067991325,1026.25,664.0,76.0,875.0,88.0,2004-07-24 19:00:00,19,24,7,5,1,-0.9659258262890684,0.2588190451025203,-0.9884683243281114,0.15142777750457667,-0.4999999999999997,-0.8660254037844388,2196,default
1.2,735.0,4.448750215974709,966.25,567.0,59.0,931.75,70.0,2004-07-24 20:00:00,20,24,7,5,1,-0.8660254037844386,0.5000000000000001,-0.9884683243281114,0.15142777750457667,-0.4999999999999997,-0.8660254037844388,2197,default
0.9,696.5,3.7465224539215742,948.25,505.75,44.0,982.5,53.0,2004-07-24 21:00:00,21,24,7,5,1,-0.7071067811865477,0.7071067811865474,-0.9884683243281114,0.15142777750457667,-0.4999999999999997,-0.8660254037844388,2198,default
1.1,761.5,4.961677225509212,983.75,560.0,47.0,870.0,57.0,2004-07-24 22:00:00,22,24,7,5,1,-0.5000000000000004,0.8660254037844384,-0.9884683243281114,0.15142777750457667,-0.4999999999999997,-0.8660254037844388,2199,default
1.5,859.25,7.0557037905723865,1076.75,723.75,71.0,789.5,73.0,2004-07-24 23:00:00,23,24,7,5,1,-0.25881904510252157,0.9659258262890681,-0.9884683243281114,0.15142777750457667,-0.4999999999999997,-0.8660254037844388,2200,default
1.7,893.25,7.856513903479742,1162.75,977.25,90.0,706.0,83.0,2004-07-25 00:00:00,0,25,7,6,1,0.0,1.0,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2201,default
0.9,692.0,3.667816531500541,965.0,652.5,45.0,927.25,52.0,2004-07-25 01:00:00,1,25,7,6,1,0.25881904510252074,0.9659258262890683,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2202,default
0.7,686.5,3.5725896205436136,940.75,641.75,44.0,948.75,52.0,2004-07-25 02:00:00,2,25,7,6,1,0.49999999999999994,0.8660254037844387,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2203,default
0.4,589.0,2.0663345607992847,851.25,500.5,179.8,1119.0,109.0,2004-07-25 03:00:00,3,25,7,6,1,0.7071067811865476,0.7071067811865476,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2204,default
1.8,580.75,1.9551737460648704,870.25,450.0,15.0,1118.5,26.0,2004-07-25 04:00:00,4,25,7,6,1,0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2205,default
0.3,526.75,1.2936197573720989,834.25,426.75,10.0,1242.25,17.0,2004-07-25 05:00:00,5,25,7,6,1,0.9659258262890683,0.25881904510252074,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2206,default
0.4,560.75,1.6966582576513223,858.5,470.0,19.0,1161.5,28.0,2004-07-25 06:00:00,6,25,7,6,1,1.0,6.123233995736766e-17,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2207,default
0.4,543.5,1.4863605619161424,842.75,446.5,20.0,1241.75,29.0,2004-07-25 07:00:00,7,25,7,6,1,0.9659258262890683,-0.25881904510252063,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2208,default
0.5,551.25,1.5793744737026894,850.75,462.5,30.0,1223.5,37.0,2004-07-25 08:00:00,8,25,7,6,1,0.8660254037844387,-0.4999999999999998,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2209,default
0.5,557.25,1.6530319772529793,853.25,453.5,24.0,1215.25,31.0,2004-07-25 09:00:00,9,25,7,6,1,0.7071067811865476,-0.7071067811865475,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2210,default
0.7,632.0,2.6875170700467517,907.5,500.25,35.0,1095.0,46.0,2004-07-25 10:00:00,10,25,7,6,1,0.49999999999999994,-0.8660254037844387,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2211,default
0.9,687.0,3.5812024590957425,928.25,528.25,48.0,1025.0,66.0,2004-07-25 11:00:00,11,25,7,6,1,0.258819045102521,-0.9659258262890682,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2212,default
0.8,651.75,2.995843171964047,904.75,490.25,41.0,1076.0,54.0,2004-07-25 12:00:00,12,25,7,6,1,1.2246467991473532e-16,-1.0,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2213,default
0.8,646.25,2.908548009422834,900.75,488.0,37.0,1104.75,50.0,2004-07-25 13:00:00,13,25,7,6,1,-0.2588190451025208,-0.9659258262890683,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2214,default
0.7,619.25,2.4960995565192428,869.25,474.5,32.0,1163.25,44.0,2004-07-25 14:00:00,14,25,7,6,1,-0.4999999999999997,-0.8660254037844388,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2215,default
0.8,655.25,3.051966703328714,890.75,486.0,43.0,1106.5,52.0,2004-07-25 15:00:00,15,25,7,6,1,-0.7071067811865471,-0.7071067811865479,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2216,default
0.7,605.5,2.296465336979625,855.25,437.5,28.0,1214.25,37.0,2004-07-25 16:00:00,16,25,7,6,1,-0.8660254037844385,-0.5000000000000004,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2217,default
0.8,653.5,3.0238494258396966,910.75,476.5,38.0,1102.0,51.0,2004-07-25 17:00:00,17,25,7,6,1,-0.9659258262890683,-0.25881904510252063,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2218,default
1.2,712.75,4.036644484467239,988.75,625.5,72.0,954.0,78.0,2004-07-25 18:00:00,18,25,7,6,1,-1.0,-1.8369701987210297e-16,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2219,default
1.6,826.0,6.3083326207889066,1047.5,747.25,89.0,853.0,90.0,2004-07-25 19:00:00,19,25,7,6,1,-0.9659258262890684,0.2588190451025203,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2220,default
1.6,838.5,6.585112722073304,1049.0,858.0,103.0,845.5,110.0,2004-07-25 20:00:00,20,25,7,6,1,-0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2221,default
1.5,867.75,7.25246168751516,1034.5,775.25,77.0,832.75,86.0,2004-07-25 21:00:00,21,25,7,6,1,-0.7071067811865477,0.7071067811865474,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2222,default
1.5,850.25,6.849891943840394,1033.5,803.0,84.0,831.0,88.0,2004-07-25 22:00:00,22,25,7,6,1,-0.5000000000000004,0.8660254037844384,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2223,default
1.5,826.0,6.3083326207889066,1021.75,777.25,82.0,857.0,91.0,2004-07-25 23:00:00,23,25,7,6,1,-0.25881904510252157,0.9659258262890681,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,2224,default
1.5,809.0,5.940075060201868,1006.5,770.0,81.0,876.25,93.0,2004-07-26 00:00:00,0,26,7,0,0,0.0,1.0,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2225,default
1.2,754.5,4.823871521429194,944.5,662.75,50.0,935.25,68.0,2004-07-26 01:00:00,1,26,7,0,0,0.25881904510252074,0.9659258262890683,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2226,default
0.8,648.75,2.9480911901525007,879.75,528.5,30.0,1056.25,48.0,2004-07-26 02:00:00,2,26,7,0,0,0.49999999999999994,0.8660254037844387,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2227,default
1.8,597.25,2.1801052689444016,837.0,478.0,179.8,1128.75,109.0,2004-07-26 03:00:00,3,26,7,0,0,0.7071067811865476,0.7071067811865476,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2228,default
1.8,569.0,1.8014016634528234,821.75,428.5,14.0,1204.0,22.0,2004-07-26 04:00:00,4,26,7,0,0,0.8660254037844386,0.5000000000000001,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2229,default
1.8,622.5,2.5443192057017083,860.0,552.0,51.0,1096.75,59.0,2004-07-26 05:00:00,5,26,7,0,0,0.9659258262890683,0.25881904510252074,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2230,default
1.8,847.0,6.7762101436194015,1022.5,916.25,120.0,829.5,102.0,2004-07-26 06:00:00,6,26,7,0,0,1.0,6.123233995736766e-17,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2231,default
1.8,1020.25,11.165570527452475,1149.75,1168.5,180.0,686.25,116.0,2004-07-26 07:00:00,7,26,7,0,0,0.9659258262890683,-0.25881904510252063,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2232,default
1.8,964.5,9.652146550765297,1087.5,1049.0,168.0,734.25,109.0,2004-07-26 08:00:00,8,26,7,0,0,0.8660254037844387,-0.4999999999999998,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2233,default
1.8,865.5,7.200154258626809,993.0,822.5,111.0,831.75,98.0,2004-07-26 09:00:00,9,26,7,0,0,0.7071067811865476,-0.7071067811865475,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2234,default
1.8,849.33333333333,6.829075504821761,961.66666666667,803.66666666667,111.0,861.33333333333,97.0,2004-07-26 10:00:00,10,26,7,0,0,0.49999999999999994,-0.8660254037844387,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2235,default
1.8,904.75,8.13564455537747,974.0,805.25,97.0,837.5,97.0,2004-07-26 11:00:00,11,26,7,0,0,0.258819045102521,-0.9659258262890682,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2236,default
1.8,913.25,8.344623049077795,998.25,825.5,90.0,833.5,90.0,2004-07-26 12:00:00,12,26,7,0,0,1.2246467991473532e-16,-1.0,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2237,default
1.8,922.75,8.580855881819877,964.25,781.75,87.0,833.5,92.0,2004-07-26 13:00:00,13,26,7,0,0,-0.2588190451025208,-0.9659258262890683,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2238,default
1.8,780.25,5.338916979838759,902.75,592.5,67.0,975.25,76.0,2004-07-26 14:00:00,14,26,7,0,0,-0.4999999999999997,-0.8660254037844388,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2239,default
1.8,903.25,8.09900075580435,972.5,698.25,84.0,866.0,97.0,2004-07-26 15:00:00,15,26,7,0,0,-0.7071067811865471,-0.7071067811865479,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2240,default
1.8,906.75,8.184612613324596,976.25,718.5,86.0,866.5,101.0,2004-07-26 16:00:00,16,26,7,0,0,-0.8660254037844385,-0.5000000000000004,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2241,default
1.8,1048.25,11.96086428593333,1025.5,912.25,124.0,767.25,118.0,2004-07-26 17:00:00,17,26,7,0,0,-0.9659258262890683,-0.25881904510252063,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2242,default
1.8,1227.0,17.575932080294027,1163.25,1128.5,144.0,658.5,129.0,2004-07-26 18:00:00,18,26,7,0,0,-1.0,-1.8369701987210297e-16,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2243,default
1.8,1133.75,14.532053907978566,1082.0,1089.25,130.0,709.25,131.0,2004-07-26 19:00:00,19,26,7,0,0,-0.9659258262890684,0.2588190451025203,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2244,default
1.8,1041.75,11.774165410493623,1028.5,1061.5,122.0,756.25,130.0,2004-07-26 20:00:00,20,26,7,0,0,-0.8660254037844386,0.5000000000000001,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2245,default
1.8,953.0,9.351707281766036,990.75,924.0,82.0,814.75,106.0,2004-07-26 21:00:00,21,26,7,0,0,-0.7071067811865477,0.7071067811865474,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2246,default
1.8,856.25,6.986811305001475,950.25,779.75,62.0,881.25,92.0,2004-07-26 22:00:00,22,26,7,0,0,-0.5000000000000004,0.8660254037844384,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2247,default
1.8,898.25,7.977364527024395,996.75,855.75,65.0,812.5,97.0,2004-07-26 23:00:00,23,26,7,0,0,-0.25881904510252157,0.9659258262890681,-0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388,2248,default
1.8,810.0,5.961475539335539,911.5,860.75,52.0,872.5,80.0,2004-07-27 00:00:00,0,27,7,1,0,0.0,1.0,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2249,default
1.8,729.25,4.340616682903839,861.0,683.5,22.0,942.25,40.0,2004-07-27 01:00:00,1,27,7,1,0,0.25881904510252074,0.9659258262890683,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2250,default
1.8,718.5,4.141505645706392,837.5,706.5,27.0,949.0,49.0,2004-07-27 02:00:00,2,27,7,1,0,0.49999999999999994,0.8660254037844387,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2251,default
1.8,587.0,2.0391460268901196,783.5,554.25,179.8,1127.75,109.0,2004-07-27 03:00:00,3,27,7,1,0,0.7071067811865476,0.7071067811865476,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2252,default
1.8,615.25,2.4372931460201444,800.0,614.25,29.0,1063.5,46.0,2004-07-27 04:00:00,4,27,7,1,0,0.8660254037844386,0.5000000000000001,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2253,default
1.8,633.75,2.7142595317843483,824.5,606.25,29.0,1035.25,37.0,2004-07-27 05:00:00,5,27,7,1,0,0.9659258262890683,0.25881904510252074,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2254,default
1.8,852.5,6.901101305129944,995.5,1023.0,135.0,796.25,92.0,2004-07-27 06:00:00,6,27,7,1,0,1.0,6.123233995736766e-17,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2255,default
1.8,947.0,9.196566740238417,1086.0,1133.5,181.0,723.75,115.0,2004-07-27 07:00:00,7,27,7,1,0,0.9659258262890683,-0.25881904510252063,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2256,default
1.8,961.75,9.579934069156193,1040.5,936.25,119.0,728.0,102.0,2004-07-27 08:00:00,8,27,7,1,0,0.8660254037844387,-0.4999999999999998,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2257,default
1.8,943.5,9.106579508653965,991.0,868.0,116.0,765.25,104.0,2004-07-27 09:00:00,9,27,7,1,0,0.7071067811865476,-0.7071067811865475,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2258,default
1.8,952.75,9.345221010408595,998.75,879.0,143.0,780.0,109.0,2004-07-27 10:00:00,10,27,7,1,0,0.49999999999999994,-0.8660254037844387,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2259,default
1.8,917.75,8.456172338200984,980.75,784.5,126.0,839.0,108.0,2004-07-27 11:00:00,11,27,7,1,0,0.258819045102521,-0.9659258262890682,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2260,default
1.8,852.5,6.901101305129944,925.75,650.5,94.0,894.0,90.0,2004-07-27 12:00:00,12,27,7,1,0,1.2246467991473532e-16,-1.0,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2261,default
1.8,852.75,6.906801269418972,938.5,679.25,96.0,889.5,81.0,2004-07-27 13:00:00,13,27,7,1,0,-0.2588190451025208,-0.9659258262890683,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2262,default
1.8,828.25,6.357778864799785,915.25,630.0,90.0,927.5,87.0,2004-07-27 14:00:00,14,27,7,1,0,-0.4999999999999997,-0.8660254037844388,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2263,default
1.8,819.75,6.171846614801026,883.0,593.5,93.0,942.25,82.0,2004-07-27 15:00:00,15,27,7,1,0,-0.7071067811865471,-0.7071067811865479,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2264,default
1.8,868.5,7.26993335753569,925.75,655.25,101.0,925.0,99.0,2004-07-27 16:00:00,16,27,7,1,0,-0.8660254037844385,-0.5000000000000004,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2265,default
1.8,1003.5,10.701007232094556,989.25,782.5,123.0,817.5,119.0,2004-07-27 17:00:00,17,27,7,1,0,-0.9659258262890683,-0.25881904510252063,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2266,default
1.8,1044.75,11.86017851848332,1003.25,864.5,136.0,781.0,128.0,2004-07-27 18:00:00,18,27,7,1,0,-1.0,-1.8369701987210297e-16,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2267,default
1.8,1001.0,10.632392251862324,933.25,776.0,109.0,819.25,111.0,2004-07-27 19:00:00,19,27,7,1,0,-0.9659258262890684,0.2588190451025203,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2268,default
1.8,951.0,9.299870846680463,911.5,861.25,124.0,846.25,114.0,2004-07-27 20:00:00,20,27,7,1,0,-0.8660254037844386,0.5000000000000001,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2269,default
1.8,842.75,6.680370115592837,888.0,729.25,82.0,892.0,100.0,2004-07-27 21:00:00,21,27,7,1,0,-0.7071067811865477,0.7071067811865474,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2270,default
1.8,866.25,7.217572131689938,858.25,714.75,69.0,874.0,88.0,2004-07-27 22:00:00,22,27,7,1,0,-0.5000000000000004,0.8660254037844384,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2271,default
1.8,808.75,5.934730067801716,836.75,615.0,60.0,939.75,78.0,2004-07-27 23:00:00,23,27,7,1,0,-0.25881904510252157,0.9659258262890681,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,2272,default
1.8,928.5,8.725202678641901,902.25,824.25,90.0,834.5,101.0,2004-07-28 00:00:00,0,28,7,2,0,0.0,1.0,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2273,default
1.8,847.0,6.7762101436194015,859.75,748.0,58.0,873.25,77.0,2004-07-28 01:00:00,1,28,7,2,0,0.25881904510252074,0.9659258262890683,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2274,default
1.8,698.0,3.77291593711671,794.0,766.5,53.0,998.75,78.0,2004-07-28 02:00:00,2,28,7,2,0,0.49999999999999994,0.8660254037844387,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2275,default
1.8,601.5,2.2397262256059056,741.5,513.0,179.8,1155.5,109.0,2004-07-28 03:00:00,3,28,7,2,0,0.7071067811865476,0.7071067811865476,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2276,default
1.8,663.25,3.181912484914606,779.0,671.0,45.0,1022.25,65.0,2004-07-28 04:00:00,4,28,7,2,0,0.8660254037844386,0.5000000000000001,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2277,default
1.8,706.25,3.9194891796262517,798.25,798.25,61.0,977.25,74.0,2004-07-28 05:00:00,5,28,7,2,0,0.9659258262890683,0.25881904510252074,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2278,default
1.8,827.0,6.330288409244727,850.5,911.5,76.0,874.75,83.0,2004-07-28 06:00:00,6,28,7,2,0,1.0,6.123233995736766e-17,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2279,default
1.8,1104.75,13.636091225089844,1047.5,1150.75,144.0,670.0,96.0,2004-07-28 07:00:00,7,28,7,2,0,0.9659258262890683,-0.25881904510252063,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2280,default
1.8,1471.75,26.707015825791288,1210.25,1525.0,221.0,515.0,120.0,2004-07-28 08:00:00,8,28,7,2,0,0.8660254037844387,-0.4999999999999998,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2281,default
1.8,1372.0,22.79007097420155,1172.25,1465.25,282.0,574.75,147.0,2004-07-28 09:00:00,9,28,7,2,0,0.7071067811865476,-0.7071067811865475,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2282,default
1.8,1186.25,16.215449497341705,1025.75,1138.25,235.0,718.5,148.0,2004-07-28 10:00:00,10,28,7,2,0,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2283,default
1.8,993.5,10.427677592349646,913.75,763.0,113.0,872.0,91.0,2004-07-28 11:00:00,11,28,7,2,0,0.258819045102521,-0.9659258262890682,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2284,default
1.8,1025.0,11.298841672134818,938.0,752.75,93.0,828.75,94.0,2004-07-28 12:00:00,12,28,7,2,0,1.2246467991473532e-16,-1.0,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2285,default
1.8,961.5,9.573380764703579,907.75,665.25,88.0,876.75,95.0,2004-07-28 13:00:00,13,28,7,2,0,-0.2588190451025208,-0.9659258262890683,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2286,default
1.8,889.0,7.754409876370984,891.5,596.5,87.0,909.25,92.0,2004-07-28 14:00:00,14,28,7,2,0,-0.4999999999999997,-0.8660254037844388,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2287,default
1.8,1003.25,10.694137267433648,949.25,729.5,109.0,829.5,113.0,2004-07-28 15:00:00,15,28,7,2,0,-0.7071067811865471,-0.7071067811865479,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2288,default
1.8,1007.0,10.79738414281125,955.75,730.25,106.0,837.75,111.0,2004-07-28 16:00:00,16,28,7,2,0,-0.8660254037844385,-0.5000000000000004,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2289,default
1.8,1217.5,17.254592240067023,1070.0,1108.25,182.0,704.25,166.0,2004-07-28 17:00:00,17,28,7,2,0,-0.9659258262890683,-0.25881904510252063,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2290,default
1.8,1232.0,17.746072715106678,1103.25,1085.0,179.8,678.75,109.0,2004-07-28 18:00:00,18,28,7,2,0,-1.0,-1.8369701987210297e-16,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2291,default
1.8,1165.75,15.548770550484695,1074.25,1013.25,144.0,686.75,143.0,2004-07-28 19:00:00,19,28,7,2,0,-0.9659258262890684,0.2588190451025203,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2292,default
1.8,1105.0,13.643711019399452,1085.75,1108.75,144.0,710.25,131.0,2004-07-28 20:00:00,20,28,7,2,0,-0.8660254037844386,0.5000000000000001,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2293,default
1.8,963.75,9.632429311316118,959.75,913.25,84.0,780.25,102.0,2004-07-28 21:00:00,21,28,7,2,0,-0.7071067811865477,0.7071067811865474,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2294,default
1.8,957.75,9.475310738258395,973.75,908.0,74.0,783.25,94.0,2004-07-28 22:00:00,22,28,7,2,0,-0.5000000000000004,0.8660254037844384,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2295,default
1.8,918.0,8.462388030837701,939.0,923.25,80.0,804.5,96.0,2004-07-28 23:00:00,23,28,7,2,0,-0.25881904510252157,0.9659258262890681,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,2296,default
1.8,939.5,9.004199247323303,954.25,959.0,78.0,775.75,88.0,2004-07-29 00:00:00,0,29,7,3,0,0.0,1.0,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,2297,default
1.8,889.66666666667,7.770388530909977,924.66666666667,898.33333333333,50.0,808.0,72.0,2004-07-29 01:00:00,1,29,7,3,0,0.25881904510252074,0.9659258262890683,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,2298,default
1.8,624.25,2.5704463946891183,797.25,545.75,18.0,1073.5,33.0,2004-07-29 02:00:00,2,29,7,3,0,0.49999999999999994,0.8660254037844387,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,2299,default
1.8,610.25,2.3646274029643113,786.75,543.25,179.8,1086.5,109.0,2004-07-29 03:00:00,3,29,7,3,0,0.7071067811865476,0.7071067811865476,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,2300,default
1.8,576.5,1.8989345905963815,774.25,488.25,21.0,1157.5,33.0,2004-07-29 04:00:00,4,29,7,3,0,0.8660254037844386,0.5000000000000001,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,2301,default
1.8,692.75,3.680884695252478,837.5,704.25,62.0,994.75,60.0,2004-07-29 05:00:00,5,29,7,3,0,0.9659258262890683,0.25881904510252074,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,2302,default
1.8,860.0,7.072971925072816,917.5,943.25,74.0,806.75,72.0,2004-07-29 06:00:00,6,29,7,3,0,1.0,6.123233995736766e-17,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,2303,default
1.8,1199.25,16.644389712822854,1125.25,1303.75,171.0,600.5,97.0,2004-07-29 07:00:00,7,29,7,3,0,0.9659258262890683,-0.25881904510252063,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,2304,default
1.8,1469.25,26.60562468715818,1281.25,1669.25,287.0,491.0,136.0,2004-07-29 08:00:00,8,29,7,3,0,0.8660254037844387,-0.4999999999999998,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,2305,default
1.8,1237.75,17.942597653620673,1144.5,1507.25,230.0,600.0,140.0,2004-07-29 09:00:00,9,29,7,3,0,0.7071067811865476,-0.7071067811865475,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,2306,default
